#separator:tab
#html:true
#guid column:1
#notetype column:2
#deck column:3
#tags column:9
Pb]ej-9Ccn	GRKD-Tegaki	GRKD-Tegaki::1段	孕む	はらむ	[sound:孕む はらむ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
u}>Q)%rqv{	GRKD-Tegaki	GRKD-Tegaki::1段	脆い	もろい	[sound:脆い もろい.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
"Kw#;FM]NAi"	GRKD-Tegaki	GRKD-Tegaki::1段	狐	きつね	[sound:狐 きつね.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
Ja*SIf.&=]	GRKD-Tegaki	GRKD-Tegaki::1段	爺さん	じいさん	[sound:爺さん じいさん.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
bZ&0K,o-u1	GRKD-Tegaki	GRKD-Tegaki::1段	噓	うそ	[sound:噓 うそ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
"eb^F(o(m#o"	GRKD-Tegaki	GRKD-Tegaki::1段	執拗	しつよう	[sound:執拗 しつよう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
E%v0IuUy>y	GRKD-Tegaki	GRKD-Tegaki::1段	棘	とげ	[sound:棘 とげ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
Q/J$0_Euyg	GRKD-Tegaki	GRKD-Tegaki::1段	逡巡	しゅんじゅん	[sound:逡巡 しゅんじゅん.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
qAI@}<Yvpz	GRKD-Tegaki	GRKD-Tegaki::1段	斧	おの	[sound:斧 おの.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
v[}Gr]p[2N	GRKD-Tegaki	GRKD-Tegaki::1段	汝	な	[sound:汝 な.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
Q&|Zt2t3Ou	GRKD-Tegaki	GRKD-Tegaki::1段	嚙む	かむ	[sound:嚙む かむ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
FcjZ;l5Ed,	GRKD-Tegaki	GRKD-Tegaki::1段	閃く	ひらめく	[sound:閃く ひらめく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
J/+Q^Ua|so	GRKD-Tegaki	GRKD-Tegaki::1段	蕩ける	とろける	[sound:蕩ける とろける.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
P|&~^?~=MR	GRKD-Tegaki	GRKD-Tegaki::1段	奢る	おごる	[sound:奢る おごる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
hK/wFP&}IM	GRKD-Tegaki	GRKD-Tegaki::1段	云々	うんぬん	[sound:云々 うんぬん.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
Ai}n4u@,6F	GRKD-Tegaki	GRKD-Tegaki::1段	吊り上げる	つりあげる	[sound:吊り上げる つりあげる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
gFh$50dQW&	GRKD-Tegaki	GRKD-Tegaki::1段	苦悶	くもん	[sound:苦悶 くもん.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
K6CHyTk@Q*	GRKD-Tegaki	GRKD-Tegaki::1段	狼狽	ろうばい	[sound:狼狽 ろうばい.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
szP.0KLqbq	GRKD-Tegaki	GRKD-Tegaki::1段	勿体ない	もったいない	[sound:勿体ない もったいない.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
B=$;pZkzWE	GRKD-Tegaki	GRKD-Tegaki::1段	廃墟	はいきょ	[sound:廃墟 はいきょ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
MeB~h97hYP	GRKD-Tegaki	GRKD-Tegaki::1段	轟く	とどろく	[sound:轟く とどろく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
rMeNucYniu	GRKD-Tegaki	GRKD-Tegaki::1段	嵌める	はめる	[sound:嵌める はめる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
Ar!-Li1%TU	GRKD-Tegaki	GRKD-Tegaki::1段	壺	つぼ	[sound:壺 つぼ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
"Lw]05#2uC1"	GRKD-Tegaki	GRKD-Tegaki::1段	恰好	かっこう	[sound:恰好 かっこう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
l>FGI]~~E$	GRKD-Tegaki	GRKD-Tegaki::1段	宥める	なだめる	[sound:宥める なだめる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
xU_FM1l+))	GRKD-Tegaki	GRKD-Tegaki::1段	恍惚	こうこつ	[sound:恍惚 こうこつ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
CymR`:uRi2	GRKD-Tegaki	GRKD-Tegaki::1段	摑む	つかむ	[sound:摑む つかむ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
"s7#[r4EyS<"	GRKD-Tegaki	GRKD-Tegaki::1段	釘付け	くぎづけ	[sound:釘付け くぎづけ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
rXOA)jz!GB	GRKD-Tegaki	GRKD-Tegaki::1段	呑気	のんき	[sound:呑気 のんき.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
r[Q6;:@j4s	GRKD-Tegaki	GRKD-Tegaki::1段	牢	ろう	[sound:牢 ろう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
vO`)vp`oe_	GRKD-Tegaki	GRKD-Tegaki::1段	ご馳走	ごちそう	[sound:ご馳走 ごちそう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
o>6MIAT_1L	GRKD-Tegaki	GRKD-Tegaki::1段	歪	いびつ	[sound:歪 いびつ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
xUx+LZ]{+D	GRKD-Tegaki	GRKD-Tegaki::1段	汲む	くむ	[sound:汲む くむ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
sqbx7L<se%	GRKD-Tegaki	GRKD-Tegaki::1段	眉を顰める	まゆをひそめる	[sound:眉を顰める まゆをひそめる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
"vjCm#wuo$5"	GRKD-Tegaki	GRKD-Tegaki::1段	飴	あめ	[sound:飴 あめ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
N<&KH(lMmk	GRKD-Tegaki	GRKD-Tegaki::1段	胡散臭い	うさんくさい	[sound:胡散臭い うさんくさい.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_3dan
g|2Wdii1Js	GRKD-Tegaki	GRKD-Tegaki::1段	冴える	さえる	[sound:冴える さえる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
e^-Z`c5tkK	GRKD-Tegaki	GRKD-Tegaki::1段	凌ぐ	しのぐ	[sound:凌ぐ しのぐ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
s`}V(_LGCS	GRKD-Tegaki	GRKD-Tegaki::1段	生贄	いけにえ	[sound:生贄 いけにえ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
"8>NZ:#X9["	GRKD-Tegaki	GRKD-Tegaki::1段	眷属	けんぞく	[sound:眷属 けんぞく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
rDvEFNT[g}	GRKD-Tegaki	GRKD-Tegaki::1段	杭	くい	[sound:杭 くい.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
G<_%x0mNJi	GRKD-Tegaki	GRKD-Tegaki::1段	迸る	ほとばしる	[sound:迸る ほとばしる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
o5e1bb4;.o	GRKD-Tegaki	GRKD-Tegaki::1段	霞む	かすむ	[sound:霞む かすむ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
Jk:u$V{^j~	GRKD-Tegaki	GRKD-Tegaki::1段	灼熱	しゃくねつ	[sound:灼熱 しゃくねつ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
nN1|v|CXpQ	GRKD-Tegaki	GRKD-Tegaki::1段	颯爽	さっそう	[sound:颯爽 さっそう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
pWtGmCd)Hb	GRKD-Tegaki	GRKD-Tegaki::1段	無垢	むく	[sound:無垢 むく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
"K,L!P)#6d-"	GRKD-Tegaki	GRKD-Tegaki::1段	不甲斐ない	ふがいない	[sound:不甲斐ない ふがいない.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
PP;+|cz:@/	GRKD-Tegaki	GRKD-Tegaki::1段	朦朧	もうろう	[sound:朦朧 もうろう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
itDYmAvHNr	GRKD-Tegaki	GRKD-Tegaki::1段	眩い	まばゆい	[sound:眩い まばゆい.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
g4*)S1or&*	GRKD-Tegaki	GRKD-Tegaki::1段	蝕む	むしばむ	[sound:蝕む むしばむ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
y}CE;A_@yj	GRKD-Tegaki	GRKD-Tegaki::1段	此処	ここ	[sound:此処 ここ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
"Fye%;Y[iY#"	GRKD-Tegaki	GRKD-Tegaki::1段	咳き込む	せきこむ	[sound:咳き込む せきこむ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
LKx<fx_P8.	GRKD-Tegaki	GRKD-Tegaki::1段	咀嚼	そしゃく	[sound:咀嚼 そしゃく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
"broI6t$g#,"	GRKD-Tegaki	GRKD-Tegaki::1段	逞しい	たくましい	[sound:逞しい たくましい.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
Jf.t1i8uUf	GRKD-Tegaki	GRKD-Tegaki::1段	兜	かぶと	[sound:兜 かぶと.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
b5*L[o{C[c	GRKD-Tegaki	GRKD-Tegaki::1段	嬉々	きき	[sound:嬉々 きき.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
g|FC)gk;[L	GRKD-Tegaki	GRKD-Tegaki::1段	腑に落ちる	ふにおちる	[sound:腑に落ちる ふにおちる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
laWny&7tQl	GRKD-Tegaki	GRKD-Tegaki::1段	鷹	たか	[sound:鷹 たか.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
vM4(C-dGPO	GRKD-Tegaki	GRKD-Tegaki::1段	淵	ふち	[sound:淵 ふち.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
zz&L(}=X{d	GRKD-Tegaki	GRKD-Tegaki::1段	醤油	しょうゆ	[sound:醤油 しょうゆ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
yD}laX`dy5	GRKD-Tegaki	GRKD-Tegaki::1段	殺戮	さつりく	[sound:殺戮 さつりく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
i5/rG^^Eds	GRKD-Tegaki	GRKD-Tegaki::1段	逢う	あう	[sound:逢う あう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
Qu*1t{ehe	GRKD-Tegaki	GRKD-Tegaki::1段	疼く	うずく	[sound:疼く うずく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
P1a}C}FX|`	GRKD-Tegaki	GRKD-Tegaki::1段	瘴気	しょうき	[sound:瘴気 しょうき.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
qw2tSM6(Kf	GRKD-Tegaki	GRKD-Tegaki::1段	清楚	せいそ	[sound:清楚 せいそ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
Muo<.%C@b)	GRKD-Tegaki	GRKD-Tegaki::1段	蘇生	そせい	[sound:蘇生 そせい.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
On/kFNfc;P	GRKD-Tegaki	GRKD-Tegaki::1段	憑く	つく	[sound:憑く つく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
evS`VO?~P_	GRKD-Tegaki	GRKD-Tegaki::1段	蒼	あお	[sound:蒼 あお.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
jsod!l;RV*	GRKD-Tegaki	GRKD-Tegaki::1段	双眸	そうぼう	[sound:双眸 そうぼう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
De_U&tv~m9	GRKD-Tegaki	GRKD-Tegaki::1段	飛翔	ひしょう	[sound:飛翔 ひしょう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
J}alGRh^_E	GRKD-Tegaki	GRKD-Tegaki::1段	啜る	すする	[sound:啜る すする.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
C7e&bhVY^u	GRKD-Tegaki	GRKD-Tegaki::1段	貶める	おとしめる	[sound:貶める おとしめる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
l[3jc]s]mU	GRKD-Tegaki	GRKD-Tegaki::1段	獰猛	どうもう	[sound:獰猛 どうもう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
NZ@0i5PB6_	GRKD-Tegaki	GRKD-Tegaki::1段	掠れる	かすれる	[sound:掠れる かすれる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
"f}#0i.anXV"	GRKD-Tegaki	GRKD-Tegaki::1段	相槌を打つ	あいづちをうつ	[sound:相槌を打つ あいづちをうつ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
rF9JFrk.s4	GRKD-Tegaki	GRKD-Tegaki::1段	味噌汁	みそしる	[sound:味噌汁 みそしる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
C,c~rg%=$V	GRKD-Tegaki	GRKD-Tegaki::1段	嗤う	わらう	[sound:嗤う わらう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
fEA!tm&=F^	GRKD-Tegaki	GRKD-Tegaki::1段	聡明	そうめい	[sound:聡明 そうめい.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
k)hWxOM,+!	GRKD-Tegaki	GRKD-Tegaki::1段	激昂	げっこう	[sound:激昂 げっこう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
bO36WC*^=N	GRKD-Tegaki	GRKD-Tegaki::1段	之	これ	[sound:之 これ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
g=Fs5YBAt@	GRKD-Tegaki	GRKD-Tegaki::1段	瀕死	ひんし	[sound:瀕死 ひんし.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
ph(2/Yj.N~	GRKD-Tegaki	GRKD-Tegaki::1段	外套	がいとう	[sound:外套 がいとう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
mM?nQkFmc|	GRKD-Tegaki	GRKD-Tegaki::1段	塵	ごみ	[sound:塵 ごみ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
N(7[r}VznG	GRKD-Tegaki	GRKD-Tegaki::1段	霞	かすみ	[sound:霞 かすみ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
bg.mSiGCg^	GRKD-Tegaki	GRKD-Tegaki::1段	杞憂	きゆう	[sound:杞憂 きゆう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
E3Awm!n]su	GRKD-Tegaki	GRKD-Tegaki::1段	煌めく	きらめく	[sound:煌めく きらめく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
JJD(<~L})=	GRKD-Tegaki	GRKD-Tegaki::1段	穿つ	うがつ	[sound:穿つ うがつ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
m&Dki|Q~?P	GRKD-Tegaki	GRKD-Tegaki::1段	捌く	さばく	[sound:捌く さばく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
nt&P7q6y7W	GRKD-Tegaki	GRKD-Tegaki::1段	凌駕	りょうが	[sound:凌駕 りょうが.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
f(333[B_2r	GRKD-Tegaki	GRKD-Tegaki::1段	樽	たる	[sound:樽 たる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
KjS-^,ZY;4	GRKD-Tegaki	GRKD-Tegaki::1段	反芻	はんすう	[sound:反芻 はんすう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
mNUKg:XJGC	GRKD-Tegaki	GRKD-Tegaki::1段	足掻く	あがく	[sound:足掻く あがく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
p;V=.8BEwK	GRKD-Tegaki	GRKD-Tegaki::1段	蒼白	そうはく	[sound:蒼白 そうはく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
J+EvZr2e1V	GRKD-Tegaki	GRKD-Tegaki::1段	急遽	きゅうきょ	[sound:急遽 きゅうきょ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
mnVgGDY=]>	GRKD-Tegaki	GRKD-Tegaki::1段	遙か	はるか	[sound:遙か はるか.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
i$5R)63Mc1	GRKD-Tegaki	GRKD-Tegaki::1段	範疇	はんちゅう	[sound:範疇 はんちゅう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
B!r6ttK{8o	GRKD-Tegaki	GRKD-Tegaki::1段	凛々しい	りりしい	[sound:凛々しい りりしい.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
BN&]XiuUlo	GRKD-Tegaki	GRKD-Tegaki::1段	投擲	とうてき	[sound:投擲 とうてき.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
e^s)bV=;C^	GRKD-Tegaki	GRKD-Tegaki::1段	深淵	しんえん	[sound:深淵 しんえん.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
G^D-JBB,sZ	GRKD-Tegaki	GRKD-Tegaki::1段	竿	さお	[sound:竿 さお.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
nIym-ZPx*D	GRKD-Tegaki	GRKD-Tegaki::1段	豪奢	ごうしゃ	[sound:豪奢 ごうしゃ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
FXXNj/9hix	GRKD-Tegaki	GRKD-Tegaki::1段	昂ぶる	たかぶる	[sound:昂ぶる たかぶる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
mIPk|AobD{	GRKD-Tegaki	GRKD-Tegaki::1段	甲冑	かっちゅう	[sound:甲冑 かっちゅう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
EqR(dXYg,!	GRKD-Tegaki	GRKD-Tegaki::1段	矜持	きょうじ	[sound:矜持 きょうじ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
h;GF/qk~gl	GRKD-Tegaki	GRKD-Tegaki::1段	厭う	いとう	[sound:厭う いとう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
zA{BCI>C;&	GRKD-Tegaki	GRKD-Tegaki::1段	謳う	うたう	[sound:謳う うたう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
BV_y^ba*%4	GRKD-Tegaki	GRKD-Tegaki::1段	体躯	たいく	[sound:体躯 たいく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
Mqjq%m3[*l	GRKD-Tegaki	GRKD-Tegaki::1段	呪詛	じゅそ	[sound:呪詛 じゅそ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
xABM3hm?To	GRKD-Tegaki	GRKD-Tegaki::1段	毅然	きぜん	[sound:毅然 きぜん.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
OG~V7qpab_	GRKD-Tegaki	GRKD-Tegaki::1段	枷	かせ	[sound:枷 かせ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
I2!hP!+yfP	GRKD-Tegaki	GRKD-Tegaki::1段	蟲	むし	[sound:蟲 むし.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
F$aO1Ck39G	GRKD-Tegaki	GRKD-Tegaki::1段	涎	よだれ	[sound:涎 よだれ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
FTbi;M4];k	GRKD-Tegaki	GRKD-Tegaki::1段	儲ける	もうける	[sound:儲ける もうける.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
C4mWd}.8dd	GRKD-Tegaki	GRKD-Tegaki::1段	薙ぎ払う	なぎはらう	[sound:薙ぎ払う なぎはらう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
"Ek/#Y=Ofh)"	GRKD-Tegaki	GRKD-Tegaki::1段	湛える	たたえる	[sound:湛える たたえる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
"HZR{quj#Wc"	GRKD-Tegaki	GRKD-Tegaki::1段	目眩	めまい	[sound:目眩 めまい.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
gkC$xs.*HF	GRKD-Tegaki	GRKD-Tegaki::1段	阿呆	あほ	[sound:阿呆 あほ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
E0i1,jk-Jp	GRKD-Tegaki	GRKD-Tegaki::1段	呆気にとられる	あっけにとられる	[sound:呆気にとられる あっけにとられる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
I?ns`q6WNp	GRKD-Tegaki	GRKD-Tegaki::1段	云う	いう	[sound:云う いう.mp3]		c6eaa1d1-5a0a-11f1-ad21-00155d6b7ff9	non_joyo_kanji review_before_move move_non_joyo_to_4dan
oXd7Q9&%p-	GRKD-Tegaki	GRKD-Tegaki::1段	嬉しい	うれしい	[sound:嬉しい うれしい.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
b^wB^e9g~R	GRKD-Tegaki	GRKD-Tegaki::1段	頷く	うなずく	[sound:頷く うなずく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
k6[4.!@k`e	GRKD-Tegaki	GRKD-Tegaki::1段	嘘	うそ	[sound:嘘 うそ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
j}B+Z3h.N%	GRKD-Tegaki	GRKD-Tegaki::1段	綺麗	きれい	[sound:綺麗 きれい.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
AQ]hln*o?_	GRKD-Tegaki	GRKD-Tegaki::1段	呟く	つぶやく	[sound:呟く つぶやく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
I43kyZUfXO	GRKD-Tegaki	GRKD-Tegaki::1段	叩く	たたく	[sound:叩く たたく.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
PW))Rw]D$s	GRKD-Tegaki	GRKD-Tegaki::1段	噂	うわさ	[sound:噂 うわさ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
yf8[4IKyM~	GRKD-Tegaki	GRKD-Tegaki::1段	掴む	つかむ	[sound:掴む つかむ.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
gpV{dkI/_R	GRKD-Tegaki	GRKD-Tegaki::1段	撫でる	なでる	[sound:撫でる なでる.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
L@lj*K4J5P	GRKD-Tegaki	GRKD-Tegaki::1段	貰う	もらう	[sound:貰う もらう.mp3]			non_joyo_kanji review_before_move move_non_joyo_to_4dan
